belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,release_year,return,day_of_week
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",16672,ja,"Jumpei Niki, a Tokyo based entomologist and educator, is in a poor seaside village collecting specimens of sand insects. As it is late in the day and as he has missed the last bus back to the city, some of the local villagers suggest that he spend the night there, they offering to find him a place to stay.",9.768832,"['Toho Film (Eiga) Co. Ltd.', 'Teshigahara Productions']",['Japan'],1964-02-15,0.0,147.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,Haunting. Erotic. Unforgettable.,Woman in the Dunes,8.1,1964,0.0,sábado
,0.0,"[{'id': 18, 'name': 'Drama'}]",41180,en,"After she and her husband lose their jobs, a former Texas homecoming queen inadvertently finds herself in the middle of a prostitution ring after she unknowingly accepts a position at a massage parlor.",3.723562,"['Sony Pictures Television', 'Jaffe / Braunstein Entertainment', 'Fedora Films']",['United States of America'],2010-07-19,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A mother will do anything for her family.,The Client List,5.4,2010,0.0,lunes
,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",82106,en,Hard-hitting news editor Jim Branch falls for high-society type Sharon Norwood but can't get to first base as he continually makes use of her knowledge of the rich and famous to try to solve the murder of one of her socialite acquaintences. Written by Doug Sederberg,0.306936,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],1935-02-22,0.0,72.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,BEAUTY AND THE BOSS AND BUSINESS WAS PLEASURE!,After Office Hours,6.0,1935,0.0,viernes
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",95019,it,"After the Civil War ends, two soldiers return home with a cache of stolen money. They are caught by Union troops. One escapes, but the other is sent to prison for five years. When he gets out and goes home, he finds that his wife has died in poverty because his partner kept all the money, and is now a major power in the area with an army of deadly gunmen to back him up.",0.523447,"['Dino de Laurentiis Cinematografica', 'C.B. Films S.A.']",['Italy'],1966-09-09,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The man who had five years to think about killing... his best friend! Finally they meet...,The Hills Run Red,6.1,1966,0.0,viernes
,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",27441,en,A scientist (James Caan) replaces a military officer (Robert Duvall) as an astronaut on a space-race moonshot.,2.105604,['Warner Brothers/Seven Arts'],['United States of America'],1968-02-01,0.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The motion picture that puts a man on the moon and you follow him every terrifying second of the way.,Countdown,2.9,1968,0.0,jueves
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",7988,en,David Warner leads a band of modern day pirates who raid yachts and sail boats of people on vacation out in the Caribbean. Michael Caine is a reporter who goes out there with his son to investigate the mystery of the disappearing boats. He runs across Warner and his band of raiders and they decide to induct them into their tribe.,1.282124,['Universal Pictures'],['United States of America'],1980-06-13,0.0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,For three hundred years a terrifying secret has been kept from the outside world.,The Island,5.2,1980,0.0,viernes
,0.0,"[{'id': 99, 'name': 'Documentary'}]",116569,en,Alan Zweig analyzes the phenomenon of record collecting through himself and others.,0.606523,[],['Canada'],2000-08-01,0.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Camera. A Collection. An Obsession.,Vinyl,7.0,2000,0.0,martes
,0.0,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",310952,en,"Ostracized at her posh new uptown school and shaken by the death of her beloved grandmother, a 10 year-old downtown girl finds an unlikely mentor in the form of an irascible chess-master, who uses the game to teach Max lessons in resilience, perseverance, and how to embrace inevitable change.",1.425007,[],['United States of America'],2014-04-26,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Believe You Can Win,A Little Game,6.2,2014,0.0,sábado
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",260,en,"While on vacation in London, Canadian Richard Hannay becomes embroiled in an international spy ring related to the mysterious ""39 steps."" Then he meets agent Annabella Smith, who is soon killed in his apartment. He must elude the police, who are hunting him for murder, while he tries to stop Professor Jordan from sending secrets out of the country. Hannay is assisted by Pamela, an unwilling accomplice who discovers the truth.",5.865697,"['Gaumont British Picture Corporation', 'The Criterion Collection']",['United Kingdom'],1935-06-01,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Handcuffed to the girl who double-crossed him,The 39 Steps,7.4,1935,0.0,sábado
,0.0,"[{'id': 99, 'name': 'Documentary'}]",36123,en,"Imagine a world of incredible color and beauty. Of crabs wearing jellyfish for hats. Of fish disguised as frogs, stones and shag carpets. Of a kaleidoscope of life dancing and weaving, floating and darting in an underwater wonderland. Now, go explore it! Howard Hall and his filmmaking team, who brought you Deep Sea and Into the Deep, take you into tropical waters alive with adventure: the Great Barrier Reef and other South Pacific realms. Narrated by Jim Carrey and featuring astonishing camerawork, this amazing film brings you face to fin with Nature's marvels, from the terrible grandeur (and terrible teeth) of a Great White to the comic antics of a lovestruck cuttlefish. Excitement and fun run deep Under the Sea!",2.286995,"['Warner Bros.', 'Imax Filmed Entertainment', 'Howard Hall Productions']","['Canada', 'United States of America']",2009-02-13,0.0,41.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A world beyond imagination.,Under the Sea 3D,6.8,2009,0.0,viernes
,70000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",9350,en,"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money.",9.830853,"['TriStar Pictures', 'Canal+', 'Carolco Pictures', 'RCS Video', 'Cliffhanger Productions', 'Pioneer']","['France', 'Italy', 'United States of America']",1993-05-28,255000211.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The height of adventure.,Cliffhanger,6.1,1993,3.642860157142857,viernes
,0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",388440,en,"Thomas Kaiser inherits an ancestral mansion that has been in his family for generations — only to learn that he has also inherited an ancient curse stemming back to the Crusades. Forced into his new role as “protector” — the guardian appointed to keep the evil demons in the house at bay — Thomas teams with an ambitious local realtor and paranormal cleric to unravel the mystery of the house, while struggling to awaken the beautiful Briar Rose, held captive in a terrifying netherworld seen previously in his dreams.",2.797175,"['2B Films', 'Nexus Motion Picture Company', 'Briar Rose Productions']",['United States of America'],2016-05-05,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The fairytale was only the beginning,The Curse of Sleeping Beauty,4.0,2016,0.0,jueves
,0.0,"[{'id': 12, 'name': 'Adventure'}]",335509,en,"A wealthy woman funds an underwater expedition to explore for marine life, but what she doesn't know is that her ""colleagues"" have other intentions.",0.023666,['Columbia Pictures Corporation'],['United States of America'],1933-03-28,0.0,78.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Drama of Romance and Danger on the Bottom of the Sea!,Below the Sea,0.0,1933,0.0,martes
,50000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",44603,en,"A supernatural thriller centered on three people -- a blue-collar American, a French journalist and a London school boy -- who are touched by death in different ways.",7.942766,"['Amblin Entertainment', 'Malpaso Productions', 'Warner Bros.', 'Kennedy/Marshall Company, The']",['United States of America'],2010-10-15,105197635.0,129.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Touched by death. Changed by life.,Hereafter,5.8,2010,2.1039527,viernes
['Enter the Ninja Collection'],0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",28148,en,A female aerobic instructor is possessed by an evil spirit of a fallen ninja when coming to his aid. The spirit seeks revenge on those who killed him and uses the female instructor's body to carry out his mission. The only way the spirit will leave aerobic instructor's body is with the help of another ninja.,2.313986,"['Golan-Globus', 'Cannon Films']",['United States of America'],1984-09-14,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"He's the ultimate killer, she's the perfect weapon.",Ninja III: The Domination,5.9,1984,0.0,viernes
,0.0,"[{'id': 35, 'name': 'Comedy'}]",108200,en,A best-selling author of women's issues and a medical academic find it is to their mutual advantage to falsely claim that they are married.,0.559264,['Columbia Pictures Corporation'],['United States of America'],1940-04-25,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Romance Is Contagious! The Fun Is Catching!,The Doctor Takes a Wife,7.0,1940,0.0,jueves
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",9446,en,"Uptight New York City executive, Michael Cromwell, pursues his soon-to-be ex-wife to South America and returns home with the son he never knew he had -- a boy raised in a tribal village in Brazil. Armed with only his blowgun, the 13-year-old Mimi-Siku discovers that the world outside his jungle home is indeed a strange place.",12.640569,['Walt Disney Pictures'],['United States of America'],1997-03-07,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The big city is about to get a little savage.,Jungle 2 Jungle,4.9,1997,0.0,viernes
,0.0,"[{'id': 35, 'name': 'Comedy'}]",61151,en,"Phil and Ellen Gayley have been divorced for a year, and their 8-year old daughter, Flip, is very unhappy that her parents are not together. Flip starts a correspondence with a marine, sending a picture of her beautiful mother as the author of Flip's flirtatious letters. When the marine shows up to meet his pen pal, Ellen takes the opportunity to make her ex-husband jealous.",0.188417,['Warner Bros.'],['United States of America'],1946-11-09,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Surely not Shirley, but better!!",Never Say Goodbye,5.5,1946,0.0,sábado
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",24481,en,"Uncouth, loud-mouth junkyard tycoon Harry Brock descends upon Washington D.C. to buy himself a congressman or two, bringing with him his mistress, ex-showgirl Billie Dawn.",6.085287,['Columbia Pictures Corporation'],['United States of America'],1950-12-25,0.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's Here AT LAST!,Born Yesterday,6.6,1950,0.0,lunes
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",167733,en,"Wayne Gretzky (no relation) is a vampire who can't grow his teeth. His impotence began when he inadvertently killed Mary Lipinsky, the love of his life, 300 years ago. To take his mind off the pain, he teaches college history - who better? Attempting to regain his full power, he enlists help from his friend and colleague, Dr. Levine (Gary Cole). Nothing works until a new semester brings freshman Chris Keller. She's a dead ringer for Mary and they have a lurid affair, while rumors fly around the campus. But it all sours when he turns Chris into a vampire and her newfound bloodlust spins out of control in a bloody rampage, making the rumors a little too real. Written by Anonymous",7.057051,[],['United States of America'],2013-02-27,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Sorority Girls Suck!,Vamp U,4.7,2013,0.0,miércoles
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4988,en,A three-way friendship between two free-spirited professional football players and the owner's daughter becomes compromised when two of them become romantically involved.,2.630796,"['United Artists', 'Charley Associates']",['United States of America'],1977-11-18,0.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They Lead The League In Scoring ... After The Game!,Semi-Tough,5.6,1977,0.0,viernes
,130000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",7364,en,"Scouring the ocean depths for treasure-laden shipwrecks is business as usual for a thrill-seeking underwater adventurer and his wisecracking buddy. But when these two cross paths with a beautiful doctor, they find themselves on the ultimate treasure hunt.",8.946243,"['Paramount Pictures', 'Bristol Bay Productions', 'Baldwin Entertainment Group', 'Desertlands Entertainment', 'Mace Neufeld Productions', 'Kanzaman', 'J.K. Livin Productions', 'Moguletta', 'Sahara Productions', 'Babelsberg Film']","['Germany', 'Spain', 'United Kingdom', 'United States of America']",2005-04-06,119269486.0,124.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ar', 'name': 'العربية'}]",Released,Dirk Pitt. Adventure has a new name.,Sahara,5.7,2005,0.9174575846153846,miércoles
